,id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
301051,301052,OO,4839,ABQ,SLC,6,660,115,0
140744,140745,OO,6736,DEN,RAP,4,480,67,0
420401,420402,XE,2437,LFT,IAH,6,535,74,0
286622,286623,AA,333,LGA,ORD,5,840,165,0
449477,449478,DL,1221,DTW,MHT,7,1305,109,0
290447,290448,DL,2612,MSP,PDX,5,1040,225,1
335959,335960,US,1748,LAS,PHL,1,695,286,1
305872,305873,AA,819,OMA,DFW,6,935,115,0
276029,276030,AS,106,ANC,SEA,4,1290,202,1
428663,428664,OO,6402,SFO,EUG,6,1035,92,1
318549,318550,WN,704,SLC,MDW,7,740,195,0
308279,308280,WN,3855,LAX,RNO,6,1075,75,1
262465,262466,DL,2085,RSW,LGA,4,540,165,0
353525,353526,OO,7765,SLC,PIH,2,660,66,0
237420,237421,OH,6750,MSY,MSP,2,1080,171,0
516332,516333,9E,4292,LWB,JFK,4,890,110,0
496946,496947,CO,1790,IAH,MIA,3,840,141,0
198355,198356,FL,476,ATL,BWI,7,899,105,1
200913,200914,9E,3664,DTW,CLE,7,1035,64,0
195054,195055,US,2033,BOS,DCA,7,720,92,1
236993,236994,OO,6572,DEN,ASE,2,1056,44,0
334516,334517,YV,7239,ORD,PIT,1,622,79,0
96430,96431,AA,1483,RDU,DFW,1,915,195,0
98307,98308,WN,225,MKE,BWI,1,1015,115,1
410915,410916,US,1712,CLT,DCA,5,785,74,0
85903,85904,XE,2251,IND,EWR,1,370,114,0
378567,378568,WN,1091,DAL,MSY,3,1010,80,1
45547,45548,WN,950,SAT,DAL,5,840,55,1
341238,341239,MQ,3388,TYS,DFW,1,975,155,0
205552,205553,CO,269,SFO,IAH,1,15,205,1
498562,498563,AS,890,OGG,SAN,3,925,312,1
441168,441169,DL,1502,LAS,ATL,7,830,226,1
486277,486278,OO,6679,MRY,SFO,2,1279,37,0
427931,427932,DL,1287,ATL,PDX,6,990,322,1
179347,179348,EV,5076,OKC,ATL,6,648,125,0
86293,86294,UA,677,ORD,LGA,1,390,126,1
73704,73705,OH,6384,CVG,LGA,7,670,119,0
123874,123875,YV,7210,IAD,JAX,3,515,117,0
217966,217967,US,1610,CLT,RDU,1,978,52,1
461464,461465,B6,1325,BOS,BWI,1,920,88,1
82639,82640,9E,4109,JFK,RDU,7,1142,140,0
52519,52520,OO,4778,SLC,OMA,5,1215,143,1
71413,71414,MQ,3954,ORD,GRB,7,545,55,1
159455,159456,WN,642,SLC,PDX,5,510,130,0
162128,162129,US,280,PHX,SJC,5,650,117,1
57450,57451,DL,2525,MSP,PDX,6,555,232,0
190856,190857,DL,1605,DTW,MCO,7,500,175,0
38651,38652,EV,5132,ATL,AGS,5,490,55,0
390134,390135,CO,358,IAH,DCA,4,645,170,1
524574,524575,XE,3085,DSM,IAH,5,360,154,0
65421,65422,DL,1417,ATL,DEN,6,1045,207,0
166817,166818,AA,734,MIA,DCA,5,895,145,0
267151,267152,OO,6762,DEN,SBA,4,783,159,0
248919,248920,OO,6406,EUG,SFO,3,766,90,0
320768,320769,CO,1720,MTJ,IAH,7,865,145,1
390609,390610,AA,832,DFW,MCI,4,670,90,0
325224,325225,US,198,CLT,SAN,7,1095,319,1
320513,320514,DL,5,DTW,BWI,7,850,97,1
453445,453446,MQ,3331,DFW,GSO,1,505,145,1
153514,153515,UA,687,ORD,MSP,4,1145,94,1
217608,217609,MQ,3728,EWR,ORD,1,960,165,0
365392,365393,FL,58,LAX,ATL,2,1435,250,0
300097,300098,WN,1876,SJC,MDW,6,605,255,1
211630,211631,DL,1771,JFK,MIA,1,645,194,1
247442,247443,YV,2609,GSO,CLT,3,686,55,0
374180,374181,DL,2369,ATL,MCO,3,780,88,0
26483,26484,OO,6234,DFW,LAX,4,792,205,0
325832,325833,YV,2606,MEM,CLT,7,1134,102,1
256072,256073,F9,197,DEN,DAY,3,1150,152,1
5862,5863,DL,1771,JFK,MIA,3,645,194,0
414184,414185,WN,1541,GEG,PDX,5,980,65,1
335667,335668,WN,996,LAS,HOU,1,680,180,1
136700,136701,OO,7020,DEN,COS,3,1215,35,0
221086,221087,XE,2724,IAH,GRK,1,1140,73,0
433029,433030,WN,133,SAT,BWI,7,395,190,1
165095,165096,B6,32,JFK,ROC,5,805,77,0
283167,283168,WN,2010,BOS,PHX,5,660,365,1
467413,467414,WN,1078,RNO,LAS,1,1245,70,1
480950,480951,WN,662,ONT,PHX,2,970,75,1
22657,22658,US,1686,TPA,PHL,4,595,146,0
286062,286063,MQ,3326,TYS,DFW,5,810,155,0
378013,378014,US,940,SAN,PHX,3,980,75,0
393737,393738,OO,4838,SLC,FAR,4,830,131,1
58535,58536,9E,3806,MCI,DTW,6,616,118,0
110594,110595,XE,2981,BTR,IAH,2,730,64,0
358683,358684,DL,1018,DTW,IND,2,930,73,0
201930,201931,XE,2701,IAH,ABQ,7,1080,135,0
314499,314500,US,1856,MCO,CLT,7,525,96,0
157241,157242,MQ,3315,DFW,JAN,5,400,80,0
411982,411983,WN,1800,BWI,MCO,5,845,145,1
278354,278355,DL,2145,PVD,ATL,5,420,179,0
433028,433029,WN,1295,PHL,MCO,7,395,160,1
456339,456340,AA,1518,SEA,DFW,1,655,235,0
28144,28145,US,92,MSP,PHX,4,880,204,0
163011,163012,9E,3660,DFW,MEM,5,695,95,1
341207,341208,9E,4250,JFK,BTV,1,975,110,1
331097,331098,DL,340,ATL,MSP,1,450,171,0
339940,339941,DL,2945,ATL,SAT,1,905,166,1
221655,221656,UA,356,DEN,SAT,1,1173,131,0
23675,23676,WN,669,OAK,SEA,4,645,120,0
242948,242949,DL,1187,DTW,ATL,3,450,141,1
525289,525290,AA,374,TUS,ORD,5,410,205,0
196664,196665,XE,2476,EWR,CVG,7,809,128,1
57578,57579,YV,2703,CLT,CHS,6,564,61,0
255343,255344,MQ,2909,DFW,TYS,3,1110,115,0
438865,438866,B6,576,MCO,SWF,7,705,155,1
254432,254433,DL,1596,DTW,MCI,3,1060,125,0
451521,451522,9E,3950,FNT,MSP,1,410,108,0
490115,490116,MQ,2916,DFW,VPS,3,485,110,0
181413,181414,AA,442,SFO,MIA,6,765,320,1
72699,72700,US,1195,PHL,PHX,7,615,330,0
101820,101821,DL,2621,SLC,LAX,1,1205,122,1
281170,281171,OO,7040,SFO,ACV,5,556,79,1
275680,275681,AS,536,SEA,ONT,4,1250,153,0
214237,214238,MQ,4657,ATL,LGA,1,780,125,0
338207,338208,DL,1745,DTW,MSP,1,815,118,1
448825,448826,HA,397,KOA,HNL,7,1248,42,1
21660,21661,EV,5042,MEM,PHL,4,540,140,0
494330,494331,WN,1424,SEA,MCI,3,700,205,1
391317,391318,9E,3672,LBB,MEM,4,705,115,0
471799,471800,WN,922,MCI,MDW,2,495,80,0
360144,360145,WN,744,ELP,HOU,2,1005,105,1
526212,526213,AA,160,SAN,JFK,5,460,315,1
216036,216037,MQ,4689,LGA,CLE,1,875,110,0
322733,322734,AA,1376,MIA,DFW,7,970,200,1
269731,269732,XE,3045,EWR,IND,4,917,136,0
514921,514922,XE,2841,IAH,DAY,4,810,140,1
392646,392647,MQ,4412,LGA,DTW,4,775,120,0
366312,366313,WN,501,BOI,DEN,3,375,110,1
184735,184736,OO,6660,LAX,FAT,6,975,67,1
513613,513614,WN,20,DAL,ABQ,4,740,110,1
291829,291830,MQ,4026,ORD,GRB,5,1110,60,0
64322,64323,FL,1584,ATL,BKG,6,970,109,0
235949,235950,CO,1185,EWR,ORD,2,1005,158,1
83567,83568,B6,1295,BOS,PIT,7,1195,105,1
343647,343648,WN,1112,SEA,SLC,1,1095,110,1
355335,355336,WN,136,LAS,SEA,2,750,165,1
383662,383663,CO,1829,SFO,EWR,3,1335,308,1
89147,89148,XE,2664,EWR,BDL,1,530,74,0
230728,230729,AS,184,FAI,ANC,2,720,64,0
372894,372895,FL,1048,RSW,DCA,3,710,133,0
526800,526801,OO,7036,ORD,SPI,5,493,53,0
402449,402450,DL,1660,SEA,CVG,4,1410,255,0
519900,519901,US,1409,PHX,SFO,4,1070,122,1
440379,440380,WN,217,BUR,SJC,7,785,65,1
63932,63933,AA,277,MIA,LAX,6,945,350,1
475397,475398,US,1101,CLT,DFW,2,680,173,1
459516,459517,OO,6941,MAF,DEN,1,818,118,1
464164,464165,OO,6617,RAP,DEN,1,1056,67,0
522629,522630,OO,6860,DEN,GJT,4,1221,52,1
230814,230815,XE,3090,AUS,IAH,2,722,56,0
45626,45627,DL,329,JAX,ATL,5,846,78,0
83133,83134,AS,107,SEA,ANC,7,1170,230,1
487282,487283,AA,1215,DCA,DFW,3,360,210,0
374666,374667,FL,844,MCO,ATL,3,804,93,0
13678,13679,FL,1585,BKG,ATL,3,1060,94,0
49894,49895,CO,1140,DFW,EWR,5,1070,192,0
416148,416149,US,117,SFO,LAS,5,1135,88,0
363139,363140,UA,137,IAD,LAX,2,1160,350,1
481090,481091,DL,2592,PHX,MSP,2,980,185,1
412151,412152,XE,2554,ROC,CLE,5,857,67,0
398163,398164,AA,335,ORD,PBI,4,1060,185,1
222062,222063,DL,1182,SLC,STL,1,1198,166,0
49994,49995,MQ,3903,CRW,ORD,5,1075,120,0
67334,67335,US,1978,CLT,EWR,6,1205,110,0
266411,266412,XE,2463,CLE,DFW,4,740,179,0
456532,456533,YV,2901,CHS,CLT,1,660,69,0
338052,338053,XE,2812,AMA,IAH,1,805,97,0
344789,344790,9E,3654,MSP,FNT,1,1160,100,0
38787,38788,WN,219,LAS,MDW,5,495,215,0
510551,510552,WN,375,SNA,OAK,4,585,85,1
45962,45963,YV,2731,TUS,PHX,5,866,54,0
313926,313927,AA,1646,TUL,DFW,7,500,80,0
448813,448814,WN,968,SMF,BUR,7,1245,70,0
59462,59463,XE,2098,CRP,IAH,6,670,62,1
403400,403401,XE,2315,SAV,EWR,5,383,125,0
259947,259948,AS,371,SMF,SEA,4,420,115,0
529021,529022,FL,667,ATL,HPN,5,610,146,1
6482,6483,DL,1304,CLT,MSP,3,676,178,0
45936,45937,US,1029,CLT,MIA,5,865,120,1
28790,28791,OO,4470,FAR,MSP,4,912,66,0
370017,370018,AA,1296,DFW,ATL,3,565,120,1
185503,185504,WN,1627,MDW,OMA,6,1025,90,1
7202,7203,US,20,PHX,HNL,3,715,403,0
182794,182795,AA,736,DFW,LGA,6,850,195,0
223929,223930,OO,6918,CMX,ORD,2,360,82,0
21607,21608,DL,2572,STL,DTW,4,538,92,0
312229,312230,9E,3866,TVC,DTW,7,400,77,0
282066,282067,US,1937,PHL,PBI,5,605,175,0
327868,327869,CO,1095,IAH,LAX,7,1260,223,1
232671,232672,EV,7316,MEM,IAH,2,825,103,0
169011,169012,WN,1097,ABQ,PHX,5,1010,80,1
9213,9214,AA,1663,TPA,MIA,3,825,65,0
465093,465094,WN,3865,MCI,PHX,1,1105,185,1
18781,18782,CO,1179,EWR,ORD,4,395,149,0
437691,437692,AS,601,LAS,SEA,7,645,160,0
129967,129968,MQ,4109,DSM,ORD,3,845,85,0
96120,96121,B6,1014,JFK,BOS,1,899,81,1
356502,356503,EV,5139,ATL,CAE,2,815,58,0
403907,403908,9E,3891,MDW,DTW,5,420,89,0
330164,330165,DL,1183,ORF,ATL,1,405,135,0
488751,488752,DL,2452,MSY,LGA,3,420,174,0
92177,92178,MQ,3212,DFW,LIT,1,690,70,0
178465,178466,WN,633,PHX,LAS,6,595,70,0
371752,371753,DL,2065,ATL,PNS,3,655,83,0
247348,247349,XE,2638,EWR,MHT,3,680,67,0
311867,311868,US,1517,PVD,DCA,7,370,88,0
490800,490801,EV,5182,ATL,CAE,3,520,71,1
175995,175996,AA,643,MIA,ORD,6,455,200,0
4773,4774,WN,194,PHL,PIT,3,585,80,1
516137,516138,9E,4051,MEM,SGF,4,880,73,0
36643,36644,YV,2702,SBP,PHX,5,385,94,0
119311,119312,DL,2034,ATL,MSP,2,1220,163,1
179400,179401,WN,2411,STL,LIT,6,650,65,0
228611,228612,DL,1260,SLC,EWR,2,605,273,1
438618,438619,US,29,ATL,PHX,7,690,261,1
138473,138474,HA,205,OGG,HNL,4,364,33,1
354062,354063,UA,743,DEN,GEG,2,686,152,0
86705,86706,WN,407,FLL,JAX,1,415,70,0
57808,57809,WN,1639,PVD,FLL,6,575,205,0
512153,512154,AA,73,ORD,HNL,4,670,560,1
216940,216941,WN,16,LAX,SFO,1,920,80,1
243088,243089,MQ,3272,PIA,DFW,3,455,135,0
493411,493412,XE,2361,ELP,IAH,3,655,110,0
514651,514652,XE,5906,ORD,DSM,4,795,74,1
50889,50890,FL,341,PHL,ATL,5,1125,153,0
37331,37332,OO,6851,ASE,DEN,5,420,55,0
297361,297362,WN,1576,OAK,SNA,6,455,80,1
226892,226893,WN,3585,MCO,PVD,2,510,155,0
127777,127778,US,1299,MDT,CLT,3,725,102,0
450938,450939,UA,759,JAX,ORD,1,377,155,0
256137,256138,CO,190,IAH,MIA,3,1155,143,1
406509,406510,YV,2602,CLT,ILM,5,549,52,0
314251,314252,MQ,3956,CID,ORD,7,515,65,1
206266,206267,WN,682,AUS,DEN,1,370,140,1
439059,439060,MQ,3236,GRK,DFW,7,715,50,0
250607,250608,DL,1609,MSP,DEN,3,860,123,1
190202,190203,DL,2661,ATL,MEM,7,460,91,0
376827,376828,WN,745,BNA,STL,3,915,65,1
154374,154375,YV,7282,SYR,IAD,4,1194,77,1
266791,266792,AA,329,LGA,ORD,4,765,155,0
342526,342527,EV,7134,IAD,LGA,1,1040,83,0
241464,241465,OO,6674,FAT,DEN,3,370,134,0
62451,62452,OO,6947,SEA,PDX,6,847,48,0
64123,64124,OO,7023,ACV,SFO,6,959,74,1
382587,382588,WN,1949,DEN,STL,3,1225,120,1
14512,14513,WN,378,DAL,BHM,3,1105,90,1
183588,183589,AA,815,DFW,ELP,6,900,105,1
198100,198101,OH,6362,HTS,CVG,7,885,55,1
29636,29637,US,2181,LGA,DCA,4,960,76,0
207882,207883,OO,6317,LAX,SBA,1,451,40,0
21287,21288,WN,595,SJC,RNO,4,520,55,0
484627,484628,XE,2570,IAH,BTR,2,1160,63,1
153284,153285,MQ,3912,ORD,CRW,4,1135,90,0
377360,377361,CO,244,IAH,CLE,3,945,165,0
209488,209489,WN,2193,MCO,RDU,1,530,95,0
286363,286364,WN,1046,SAN,SJC,5,825,80,1
474022,474023,OO,4685,RAP,MSP,2,610,94,0
294409,294410,US,627,PHX,OAK,5,1270,123,0
108763,108764,XE,5915,FAR,ORD,2,633,112,1
259145,259146,DL,1516,DEN,ATL,4,375,170,0
245847,245848,US,659,PHL,SFO,3,600,390,0
327047,327048,US,596,PHX,MCI,7,1195,153,0
165218,165219,EV,5177,ATL,CHA,5,810,48,0
180169,180170,US,990,FLL,CLT,6,690,119,0
132216,132217,CO,1057,LGA,CLE,3,970,99,1
329476,329477,XE,2251,IND,EWR,1,368,118,0
314873,314874,MQ,4651,ATL,LGA,7,545,135,0
164529,164530,AS,326,SEA,SJC,5,775,127,1
7674,7675,DL,1983,ATL,PNS,3,740,70,0
100314,100315,WN,143,SAN,OAK,1,1120,90,1
96062,96063,F9,608,DEN,IND,1,895,139,1
150298,150299,US,1610,CLT,RDU,4,978,52,0
316593,316594,OO,3111,CAK,MKE,7,640,84,0
498080,498081,F9,575,DEN,SLC,3,900,83,1
363888,363889,WN,55,DAL,HOU,2,1200,60,1
349449,349450,WN,669,SLC,LAX,2,450,125,0
8914,8915,AA,476,MIA,MCO,3,810,60,0
234082,234083,US,543,DFW,LAS,2,900,176,0
474894,474895,WN,11,HOU,TPA,2,655,115,1
268768,268769,DL,1920,MEM,MCO,4,870,120,1
138197,138198,DL,1447,LGA,ATL,4,360,167,1
266412,266413,XE,2555,GPT,IAH,4,740,84,0
406652,406653,WN,122,ELP,HOU,5,555,105,1
343519,343520,AA,1970,DFW,BNA,1,1090,100,0
395778,395779,OO,6610,DEN,GJT,4,938,53,0
14346,14347,WN,723,RDU,BNA,3,1095,95,1
480063,480064,9E,4178,DTW,ATW,2,925,85,0
14498,14499,US,1565,PHL,FLL,3,1105,179,1
199793,199794,OO,6579,ASE,DEN,7,975,48,1
285593,285594,WN,1046,PHX,SAN,5,785,70,1
477836,477837,EV,5217,ATL,JAN,2,808,82,1
400277,400278,WN,2195,PDX,SMF,4,1170,85,1
511724,511725,WN,1276,TUL,DAL,4,645,60,1
14192,14193,WN,3339,SLC,LAX,3,1085,115,1
263511,263512,YV,2667,CLT,SAT,4,595,201,0
500836,500837,FL,292,HOU,ATL,3,1042,112,1
45241,45242,YV,2653,ORF,CLT,5,825,85,0
396388,396389,MQ,3917,ORD,ROC,4,970,100,0
405856,405857,OH,6594,BHM,LGA,5,515,160,0
102682,102683,DL,2342,ATL,EWR,1,1295,133,0
256711,256712,US,517,PHX,OMA,3,1185,152,0
532323,532324,WN,1712,SEA,RNO,5,785,95,1
17769,17770,DL,1985,DAY,ATL,4,350,114,0
147135,147136,DL,2087,ATL,RSW,4,810,99,0
220036,220037,WN,3509,DEN,PHL,1,1080,210,1
323514,323515,WN,1202,BDL,MDW,7,1010,160,1
335851,335852,MQ,4217,OKC,ORD,1,690,125,0
463296,463297,OO,6588,ASE,DEN,1,1019,48,0
178785,178786,XE,2153,EWR,BNA,6,612,149,1
23358,23359,CO,1420,IAH,ATL,4,630,124,0
325552,325553,AA,1982,STL,ORD,7,1115,80,0
335553,335554,WN,3668,SLC,PHX,1,675,100,1
260370,260371,FL,1461,MDW,MCO,4,435,159,0
441316,441317,DL,1196,OGG,LAX,7,836,309,0
12099,12100,US,683,PHX,EWR,3,980,275,1
226831,226832,EV,5226,ATL,AVL,2,510,61,0
312842,312843,EV,5534,BTR,ATL,7,435,99,0
428661,428662,OO,4801,SLC,RNO,6,1035,99,1
249111,249112,CO,484,FLL,CLE,3,780,165,1
522369,522370,YV,7215,ORD,DAY,4,1200,67,1
38960,38961,EV,5611,ATL,GNV,5,505,78,1
400641,400642,WN,395,DAL,AUS,4,1190,55,1
10531,10532,MQ,2709,DFW,PIA,3,895,110,1
220890,220891,CO,644,IAH,CLE,1,1135,157,0
256448,256449,US,1046,TPA,PHL,3,1170,143,0
25099,25100,AA,2547,JFK,MCO,4,720,180,1
425161,425162,XE,2736,TYS,EWR,6,820,114,1
529406,529407,AA,599,LGA,MIA,5,630,195,0
268203,268204,FL,1485,DTW,MCO,4,839,156,1
88637,88638,EV,7360,MEM,RDU,1,510,114,0
222645,222646,MQ,4350,ORD,AZO,1,1245,50,0
366080,366081,DL,2626,FLL,ATL,3,365,116,0
492753,492754,WN,2442,TPA,BNA,3,620,110,1
162064,162065,WN,997,PHX,BOS,5,645,300,0
65591,65592,DL,2144,DTW,DCA,6,1055,100,1
524740,524741,XE,2983,ALB,CLE,5,370,105,1
119206,119207,AS,349,OAK,SEA,2,1210,120,0
45642,45643,AA,2200,LAS,DFW,5,850,165,0
97055,97056,9E,3654,ICT,MSP,1,950,110,0
374137,374138,UA,31,LAX,IAD,3,777,293,1
164316,164317,OO,7035,LAX,PDX,5,760,141,1
82119,82120,FL,341,PHL,ATL,7,1115,142,0
378231,378232,US,175,LAS,PHX,3,990,72,1
250372,250373,AA,477,DFW,ABQ,3,845,110,0
203829,203830,WN,3597,MDW,MCO,7,1185,160,0
103126,103127,US,125,HNL,PHX,1,1430,362,0
73848,73849,UA,202,LAX,MSY,7,676,220,0
530758,530759,AS,586,PDX,SNA,5,700,142,0
405492,405493,9E,3787,ATL,ORD,5,500,149,1
141020,141021,OO,4800,LAX,SAN,4,495,46,1
302251,302252,YV,2914,BFL,PHX,6,723,92,0
84837,84838,DL,1096,ATL,STL,7,1312,113,1
71065,71066,MQ,4586,MSP,LGA,7,525,160,0
330426,330427,CO,177,RSW,EWR,1,420,161,0
163467,163468,HA,328,HNL,OGG,5,716,37,0
351172,351173,XE,2908,IAH,AMA,2,538,96,0
506844,506845,AA,1477,PHL,DFW,4,400,235,0
428427,428428,US,504,ORD,PHX,6,1020,233,1
309768,309769,AA,2574,MIA,ATL,6,1180,125,1
173622,173623,UA,423,DEN,SFO,5,1296,164,0
434385,434386,AA,1077,DFW,SFO,7,470,230,1
97082,97083,WN,1229,BWI,BNA,1,950,120,0
518276,518277,DL,1961,PHL,ATL,4,990,148,1
452339,452340,XE,2606,IAH,MEM,1,445,93,0
79109,79110,DL,2016,DEN,ATL,7,960,173,1
456845,456846,9E,3943,MSP,LSE,1,680,55,1
38522,38523,WN,2291,LAS,RNO,5,480,75,0
410907,410908,OO,6983,ORD,AUS,5,785,165,0
280347,280348,WN,3132,DAL,SAT,5,515,65,1
413379,413380,DL,1018,DTW,IND,5,930,73,0
336531,336532,DL,1730,ATL,CHS,1,725,68,0
71177,71178,WN,259,SFO,SNA,7,530,85,0
374939,374940,UA,193,LAS,SFO,3,819,106,1
83940,83941,OO,6862,MBS,ORD,7,1216,72,1
3752,3753,DL,1891,ATL,TPA,3,529,97,0
78581,78582,XE,2640,EWR,GRR,7,929,125,1
110376,110377,MQ,4021,ORD,CMI,2,720,50,0
63584,63585,MQ,3732,MSP,ORD,6,920,95,1
239378,239379,US,1295,DCA,JAX,2,1195,127,1
170582,170583,AA,1509,DFW,AUS,5,1086,60,0
293951,293952,WN,673,DEN,BOI,5,1230,125,1
344947,344948,YV,7211,BTV,IAD,1,1167,98,0
347350,347351,AA,1895,LGA,MIA,2,360,190,0
358231,358232,DL,1569,ATL,MCO,2,905,92,1
523666,523667,B6,79,JFK,MCO,4,1320,165,1
513558,513559,AA,1642,STL,DCA,4,740,110,0
158798,158799,MQ,4253,ORD,ICT,5,480,115,0
363405,363406,MQ,2712,DFW,ABI,2,1175,50,0
463953,463954,AA,2246,LAX,AUS,1,1050,170,0
393165,393166,EV,4989,PHF,ATL,4,800,119,0
10656,10657,US,1890,PBI,CLT,3,900,112,0
146409,146410,XE,2304,IAH,GPT,4,770,71,0
223166,223167,OO,6468,DEN,CPR,1,1305,62,0
423726,423727,AA,813,AUS,LAX,6,735,195,0
327145,327146,US,1471,CLT,TPA,7,1200,104,1
75632,75633,WN,2633,SAN,SFO,7,770,90,1
277521,277522,UA,394,LAS,ORD,5,375,215,0
369788,369789,B6,527,EWR,MCO,3,550,176,0
257749,257750,XE,2192,IAH,MAF,3,1275,85,1
347686,347687,YV,7284,DTW,ORD,2,360,71,0
18886,18887,WN,1252,STL,BWI,4,400,120,0
458318,458319,OO,6291,LAX,ELP,1,751,111,0
249065,249066,WN,966,BWI,TPA,3,775,150,1
415228,415229,OO,4653,FAR,SLC,5,1053,150,1
171431,171432,OO,6402,EUG,SFO,5,1137,87,1
56451,56452,DL,2714,SEA,MSP,6,500,199,0
87242,87243,DL,1616,DEN,ATL,1,440,168,0
245537,245538,US,486,PHX,DEN,3,585,109,1
21172,21173,WN,1079,ISP,BWI,4,515,70,1
19257,19258,OH,6382,AZO,DTW,4,420,60,0
357983,357984,UA,844,SFO,LAX,2,892,93,0
107636,107637,9E,3793,CLT,ATL,2,573,90,0
258940,258941,YV,2604,MEM,CLT,4,360,105,0
454708,454709,US,1214,CLT,DTW,1,569,106,1
512076,512077,DL,2169,ATL,MCO,4,665,93,1
195641,195642,OH,6485,JFK,BOS,7,750,78,0
130207,130208,MQ,4084,ORD,FAR,3,860,110,0
383211,383212,WN,55,HOU,HRL,3,1280,60,1
310844,310845,DL,1298,KOA,LAX,6,1312,308,0
297880,297881,DL,2502,MCO,CVG,6,485,134,0
371429,371430,US,149,PHX,CMH,3,635,212,0
285823,285824,XE,5906,ORD,DSM,5,795,74,0
106733,106734,OO,6853,ORD,CWA,2,522,57,0
386682,386683,WN,2797,MDW,LAS,4,465,255,1
361309,361310,UA,423,MCO,DEN,2,1061,254,0
160835,160836,AA,1389,BNA,DFW,5,585,130,0
389545,389546,AA,1066,DFW,BNA,4,615,100,0
522492,522493,WN,1605,BUR,PHX,4,1210,80,1
396677,396678,WN,1614,MDW,DTW,4,985,70,1
243183,243184,MQ,4268,CLE,ORD,3,460,95,0
522667,522668,WN,3242,SJC,SAN,4,1225,75,1
381485,381486,DL,1170,MSP,IND,3,1160,100,0
76977,76978,WN,2015,MDW,MHT,7,840,125,1
79168,79169,WN,394,OKC,STL,7,960,85,0
488776,488777,FL,1244,FNT,MCO,3,420,174,0
160814,160815,B6,72,MCO,JFK,5,581,139,0
263789,263790,OO,6828,DEN,DRO,4,610,64,1
77067,77068,XE,2404,PWM,CLE,7,845,113,0
531541,531542,MQ,4572,CLE,LGA,5,740,95,0
475789,475790,B6,1019,BOS,JFK,2,700,68,0
96308,96309,WN,719,BUF,BWI,1,905,70,1
370329,370330,OO,4701,SLC,LAX,3,580,122,1
233380,233381,OO,6473,IPL,LAX,2,865,65,0
223678,223679,MQ,3781,LIT,ORD,2,350,105,0
89630,89631,DL,2397,CVG,MIA,1,560,167,0
129692,129693,US,1247,PBI,PHL,3,830,157,0
353159,353160,WN,752,SNA,SJC,2,640,75,1
147588,147589,DL,2840,LAS,SLC,4,833,82,1
49850,49851,WN,1739,BWI,BOS,5,1065,85,1
37989,37990,CO,258,IAH,DCA,5,455,175,0
134593,134594,WN,827,DEN,TUL,3,1090,90,0
209926,209927,MQ,2841,DFW,DSM,1,555,110,0
477492,477493,AA,2036,COS,DFW,2,790,110,0
56546,56547,EV,5488,GNV,ATL,6,505,86,0
405181,405182,US,987,PHL,MCO,5,480,161,0
446052,446053,AA,2347,ORD,DFW,7,1085,150,0
21683,21684,OO,4499,BOI,SLC,4,540,65,1
119361,119362,DL,1715,ATL,SAV,2,1225,70,0
60591,60592,AS,312,SEA,SFO,6,735,128,0
260110,260111,WN,2297,TPA,BNA,4,420,115,0
538801,538802,UA,117,ORD,SEA,5,1240,274,1
246380,246381,FL,361,LGA,ATL,3,630,157,0
169297,169298,AS,98,ANC,SEA,5,1025,205,0
436961,436962,MQ,3308,CVG,DFW,7,605,165,1
10148,10149,US,975,CLT,RDU,3,875,50,0
236834,236835,FL,821,BWI,BOS,2,1050,85,0
36399,36400,CO,223,SEA,IAH,5,375,245,0
125945,125946,CO,701,EWR,FLL,3,630,185,0
32238,32239,WN,827,DEN,TUL,4,1090,90,0
337518,337519,DL,1439,DCA,ATL,1,780,122,0
50236,50237,UA,710,LAS,SFO,5,1085,106,0
230936,230937,DL,1278,ATL,MDW,2,730,115,0
133731,133732,DL,1420,LGA,CVG,3,1048,139,1
22370,22371,DL,1254,ATL,ORF,4,580,108,0
334295,334296,OH,6262,BOS,MEM,1,612,223,0
139228,139229,AS,323,SJC,SEA,4,405,129,0
129806,129807,DL,2757,SFO,LAX,3,838,84,1
480872,480873,XE,2552,GRB,CLE,2,965,78,0
247107,247108,DL,1010,ATL,CLT,3,670,77,1
460840,460841,AA,1274,SNA,DFW,1,890,175,0
257166,257167,WN,890,SAN,SFO,3,1215,90,1
479526,479527,EV,5573,ATL,XNA,2,897,119,0
362570,362571,CO,1501,EWR,FLL,2,1135,201,1
504696,504697,FL,205,ATL,CAK,3,1270,100,1
530466,530467,MQ,4001,FSD,ORD,5,685,90,0
149472,149473,OO,6520,MBS,ORD,4,932,72,1
519394,519395,OH,6586,DTW,ATW,4,1045,89,1
329579,329580,CO,131,SAN,IAH,1,375,189,0
406804,406805,OO,4743,MSP,COS,5,565,138,1
48526,48527,WN,282,LAX,ELP,5,1000,110,1
352743,352744,EV,5530,ATL,GTR,2,620,80,0
124485,124486,AA,627,BOS,MIA,3,550,210,0
325948,325949,9E,3678,MEM,BNA,7,1140,62,0
18912,18913,AA,1794,FAT,DFW,4,405,195,1
373917,373918,MQ,2977,DFW,CSG,3,765,115,1
168636,168637,MQ,2987,AGS,DFW,5,990,175,0
365275,365276,DL,2950,ATL,RDU,2,1365,79,0
87584,87585,WN,1636,DAL,OKC,1,455,50,1
